batch_number,status,title,template_type,volume,kdi,tier,cluster_capture_potential,proposed_article_title,page_purpose,category
21,not_started,birria bowl,ingredient_hub,1000.0,20.0,Tier 1,1000.0,Birria Bowl Recipe,seo_target,
21,not_started,pasta meal prep,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,Pasta Meal Prep Recipe,seo_target,
21,not_started,are blueberries keto,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Are Blueberry Keto Recipe,seo_target,
21,not_started,marquesa de chocolate,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Marquesa De Chocolate Recipe,seo_target,
21,not_started,chelada meaning,ingredient_hub,1000.0,17.0,Tier 1,1000.0,Chelada Meaning Recipe,seo_target,
21,not_started,Taco Bell Nacho Cheese Sauce,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Taco Bell Nacho Cheese Sauce Recipe,seo_target,
21,not_started,ginger pork,ingredient_hub,1000.0,22.0,Tier 1,1000.0,Ginger Pork Recipe,seo_target,
21,not_started,texas toast calories,recipe_or_dish,1000.0,13.0,Tier 1,1000.0,Texa Toast Calory Recipe,seo_target,
21,not_started,mexican tomato sauce,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Mexican Tomato Sauce Recipe,seo_target,
21,not_started,sauce at japanese steakhouse,recipe_or_dish,1000.0,18.0,Tier 1,1000.0,Sauce at Japanese Steakhouse Recipe,seo_target,
21,not_started,quesadillas fritas,ingredient_hub,1000.0,13.0,Tier 1,1000.0,Quesadillas Frita Recipe,seo_target,
21,not_started,canned chicken crust pizza,recipe_or_dish,1000.0,16.0,Tier 1,1000.0,Canned Chicken Crust Pizza Recipe,seo_target,
21,not_started,is quinoa low fodmap,recipe_or_dish,1000.0,15.0,Tier 1,1000.0,Is Quinoa Low Fodmap? Complete Guide,seo_target,
21,not_started,texas red chili recipe,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Texa Red Chili Recipe,seo_target,
21,not_started,is bacon low fodmap,recipe_or_dish,1000.0,7.0,Tier 1,1000.0,Is Bacon Low Fodmap? Complete Guide,seo_target,
21,not_started,recipe plov uzbekistan,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Plov Uzbekistan Recipe,seo_target,
21,not_started,bon appetit magazine recipes,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Bon Appetit Magazine Recipe,seo_target,
21,not_started,cheap crock pot recipes,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Cheap Crock Pot Recipe,seo_target,
21,not_started,falooda fiesta,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Falooda Fiesta Recipe,seo_target,
21,not_started,tasty fried chicken,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Tasty Fried Chicken Recipe,seo_target,
21,not_started,aloo gobi matar,recipe_or_dish,1000.0,15.0,Tier 1,1000.0,Aloo Gobi Matar Recipe,seo_target,
21,not_started,low calorie syrup,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Low Calorie Syrup Recipe,seo_target,
21,not_started,chicken shish tawook,recipe_or_dish,1000.0,19.0,Tier 1,1000.0,Chicken Shish Tawook Recipe,seo_target,
21,not_started,low fodmap gluten free bread,recipe_or_dish,1000.0,12.0,Tier 1,1000.0,Low Fodmap Gluten Free Bread Recipe,seo_target,
21,not_started,korean cucumber side dish,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Korean Cucumber Side Dish Recipe,seo_target,
21,not_started,snowflake rolls,ingredient_hub,1000.0,6.0,Tier 1,1000.0,Snowflake Roll Recipe,seo_target,
21,not_started,cream and pasta recipes,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Cream Pasta Recipe,seo_target,
21,not_started,recetas de comida mexicana,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,Receta De Comida Mexicana Recipe,seo_target,
21,not_started,easy breakfast burrito recipe,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Breakfast Burrito Recipe,seo_target,
21,not_started,pollo enchilado,ingredient_hub,1000.0,27.0,Tier 1,1000.0,Pollo Enchilado Recipe,seo_target,
21,not_started,garbanzos in english,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Garbanzo English Recipe,seo_target,
21,not_started,mexicon,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Mexicon Recipe,seo_target,
21,not_started,easy chicken fry recipe,recipe_or_dish,1000.0,18.0,Tier 1,1000.0,Chicken Fry Recipe,seo_target,
21,not_started,char siu pork belly,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Char Siu Pork Belly Recipe,seo_target,
21,not_started,baileys chocolate martini,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Bailey Chocolate Martini Recipe,seo_target,
21,not_started,savory appetizers,ingredient_hub,1000.0,23.0,Tier 1,1000.0,Savory Appetizer Recipe,seo_target,
21,not_started,vegan side dishes,recipe_or_dish,1000.0,12.0,Tier 1,1000.0,Vegan Side Dishe Recipe,seo_target,
21,not_started,how can i tell if eggplant is bad,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Tell If Eggplant Bad Recipe,seo_target,
21,not_started,mexican orange rice,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Mexican Orange Rice Recipe,seo_target,
21,not_started,yellowtail sushi roll,recipe_or_dish,1000.0,15.0,Tier 1,1000.0,Yellowtail Sushi Roll Recipe,seo_target,
21,not_started,coda alla vaccinara,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Coda Alla Vaccinara Recipe,seo_target,
21,not_started,what is the best bread for french toast,definition,1000.0,23.0,Tier 1,1000.0,What Is Bread French Toast? (And How to Use It),seo_target,
21,not_started,whole grain wraps,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Whole Grain Wrap Recipe,seo_target,
21,not_started,pork fillet vs pork loin,comparison,1000.0,26.0,Tier 1,1000.0,Pork Fillet vs. Pork Loin: What's the Difference?,seo_target,
21,not_started,Crescenza,ingredient_hub,1000.0,21.0,Tier 1,1000.0,Crescenza Recipe,seo_target,
21,not_started,bread middle east,recipe_or_dish,1000.0,18.0,Tier 1,1000.0,Bread Middle East Recipe,seo_target,
21,not_started,goat birria tacos,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Goat Birria Tacos Recipe,seo_target,
21,not_started,low fodmap pasta sauce,recipe_or_dish,1000.0,14.0,Tier 1,1000.0,Low Fodmap Pasta Sauce Recipe,seo_target,
21,not_started,patacones colombianos,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Patacone Colombiano Recipe,seo_target,
21,not_started,mole coloradito,ingredient_hub,1000.0,18.0,Tier 1,1000.0,Mole Coloradito Recipe,seo_target,
21,not_started,galinhada,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Galinhada Recipe,seo_target,
21,not_started,gluten free cheese bread,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Gluten Free Cheese Bread Recipe,seo_target,
21,not_started,xmas flavours,ingredient_hub,1000.0,16.0,Tier 1,1000.0,Xma Flavour Recipe,seo_target,
21,not_started,courgette eggplant recipes,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,Courgette Eggplant Recipe,seo_target,
21,not_started,garbanzo bean recipe,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Garbanzo Bean Recipe,seo_target,
21,not_started,simple chili recipe with beans,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Chili Beans Recipe,seo_target,
21,not_started,whole grain flour tortilla recipe,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Whole Grain Flour Tortilla Recipe,seo_target,
21,not_started,high protein low sodium foods,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,High Protein Low Sodium Food Recipe,seo_target,
21,not_started,authentic mexican desserts,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Authentic Mexican Dessert Recipe,seo_target,
21,not_started,summer vegetarian recipes,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Summer Vegetarian Recipe,seo_target,
21,not_started,abc kecap manis,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Abc Kecap Manis Recipe,seo_target,
21,not_started,healthy thai food,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Healthy Thai Food Recipe,seo_target,
21,not_started,french mashed potatoes,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,French Mashed Potatoe Recipe,seo_target,
21,not_started,french sandwiches,ingredient_hub,1000.0,27.0,Tier 1,1000.0,French Sandwiche Recipe,seo_target,
21,not_started,chicken hot pot,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Chicken Hot Pot Recipe,seo_target,
21,not_started,mexican sopita,ingredient_hub,1000.0,25.0,Tier 1,1000.0,Mexican Sopita Recipe,seo_target,
21,not_started,low calorie chocolate chips,recipe_or_dish,1000.0,16.0,Tier 1,1000.0,Low Calorie Chocolate Chips Recipe,seo_target,
21,not_started,best vodka for espresso martini,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,Vodka Espresso Martini Recipe,seo_target,
21,not_started,japanese cold noodles,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Japanese Cold Noodles Recipe,seo_target,
21,not_started,chicken sandwich sauce,recipe_or_dish,1000.0,11.0,Tier 1,1000.0,Chicken Sandwich Sauce Recipe,seo_target,
21,not_started,garlic baguette,ingredient_hub,1000.0,18.0,Tier 1,1000.0,Garlic Baguette Recipe,seo_target,
21,not_started,Bahama Breeze Coconut Shrimp,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Bahama Breeze Coconut Shrimp Recipe,seo_target,
21,not_started,plof,ingredient_hub,1000.0,28.0,Tier 1,1000.0,Plof Recipe,seo_target,
21,not_started,lima peru food,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Lima Peru Food Recipe,seo_target,
21,not_started,mexican party dishes,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Mexican Party Dishe Recipe,seo_target,
21,not_started,sopa seca,ingredient_hub,1000.0,18.0,Tier 1,1000.0,Sopa Seca Recipe,seo_target,
21,not_started,are apples keto,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Are Apple Keto Recipe,seo_target,
21,not_started,pork shoulder tacos,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Pork Shoulder Tacos Recipe,seo_target,
21,not_started,tizana,ingredient_hub,1000.0,28.0,Tier 1,1000.0,Tizana Recipe,seo_target,
21,not_started,best flour for making pasta,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Flour Making Pasta Recipe,seo_target,
21,not_started,creamy garlic and shrimp pasta,recipe_or_dish,1000.0,18.0,Tier 1,1000.0,Creamy Garlic Shrimp Pasta Recipe,seo_target,
21,not_started,com bo luc lac,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Com Bo Luc Lac Recipe,seo_target,
21,not_started,frijoles pintos,ingredient_hub,1000.0,14.0,Tier 1,1000.0,Frijole Pinto Recipe,seo_target,
21,not_started,choripan argentino,ingredient_hub,1000.0,17.0,Tier 1,1000.0,Choripan Argentino Recipe,seo_target,
21,not_started,frijoles charros receta,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Frijole Charro Receta Recipe,seo_target,
21,not_started,chinese roast duck,recipe_or_dish,1000.0,18.0,Tier 1,1000.0,Chinese Roast Duck Recipe,seo_target,
21,not_started,chicken noodle recipe stir fry,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Chicken Noodle Stir Fry Recipe,seo_target,
21,not_started,coda di vaccinara,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Coda Di Vaccinara Recipe,seo_target,
21,not_started,vaccinara coda,ingredient_hub,1000.0,25.0,Tier 1,1000.0,Vaccinara Coda Recipe,seo_target,
21,not_started,food from france,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Food From France Recipe,seo_target,
21,not_started,carnitas in crockpot recipe,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Carnita Crockpot Recipe,seo_target,
21,not_started,picaditas mexicanas,ingredient_hub,1000.0,27.0,Tier 1,1000.0,Picadita Mexicana Recipe,seo_target,
21,not_started,almond flour mug cake,recipe_or_dish,1000.0,11.0,Tier 1,1000.0,Almond Flour Mug Cake Recipe,seo_target,
21,not_started,gluten free monkey bread,recipe_or_dish,1000.0,12.0,Tier 1,1000.0,Gluten Free Monkey Bread Recipe,seo_target,
21,not_started,keto friendly i c e cream,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Keto Friendly C E Cream Recipe,seo_target,
21,not_started,spaghetti squash lasagna,recipe_or_dish,1000.0,14.0,Tier 1,1000.0,Spaghetti Squash Lasagna Recipe,seo_target,
21,not_started,papa rellena colombiana,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Papa Rellena Colombiana Recipe,seo_target,
21,not_started,uzbek plov recipe,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Uzbek Plov Recipe,seo_target,
21,not_started,creamy poblano sauce,recipe_or_dish,1000.0,17.0,Tier 1,1000.0,Creamy Poblano Sauce Recipe,seo_target,
21,not_started,noodle sauce,ingredient_hub,1000.0,10.0,Tier 1,1000.0,Noodle Sauce Recipe,seo_target,
21,not_started,dessert named,ingredient_hub,1000.0,18.0,Tier 1,1000.0,Dessert Named Recipe,seo_target,
21,not_started,rice desserts,ingredient_hub,1000.0,24.0,Tier 1,1000.0,Rice Dessert Recipe,seo_target,
21,not_started,chickpea and beans recipes,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Chickpea Beans Recipe,seo_target,
21,not_started,milk free recipes,recipe_or_dish,1000.0,15.0,Tier 1,1000.0,Milk Free Recipe,seo_target,
21,not_started,vegan roast,ingredient_hub,1000.0,26.0,Tier 1,1000.0,Vegan Roast Recipe,seo_target,
21,not_started,roasted duck in chinese,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Roasted Duck Chinese Recipe,seo_target,
21,not_started,nasi campur,ingredient_hub,1000.0,12.0,Tier 1,1000.0,Nasi Campur Recipe,seo_target,
21,not_started,pan seared swordfish,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Pan Seared Swordfish Recipe,seo_target,
21,not_started,brazil famous food,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Brazil Famous Food Recipe,seo_target,
21,not_started,chaja,ingredient_hub,1000.0,11.0,Tier 1,1000.0,Chaja Recipe,seo_target,
21,not_started,what is braising meat,definition,1000.0,24.0,Tier 1,1000.0,What Is Braising Meat? (And How to Use It),seo_target,
21,not_started,caprese definition,ingredient_hub,1000.0,28.0,Tier 1,1000.0,Caprese Definition Recipe,seo_target,
21,not_started,coxinhas recipe,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Coxinha Recipe,seo_target,
21,not_started,winter foods,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Winter Food Recipe,seo_target,
21,not_started,chicago style sandwich,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Chicago Style Sandwich Recipe,seo_target,
21,not_started,vegetarian thai food,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Vegetarian Thai Food Recipe,seo_target,
21,not_started,Easy Swiss Recipes at Home,recipe_or_dish,1000.0,12.0,Tier 1,1000.0,Swiss at Home Recipe,seo_target,
21,not_started,pisco brandy,ingredient_hub,1000.0,22.0,Tier 1,1000.0,Pisco Brandy Recipe,seo_target,
21,not_started,tarte au citron,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Tarte Au Citron Recipe,seo_target,
21,not_started,how to pan fry a filet mignon,howto_technique,1000.0,24.0,Tier 1,1000.0,Pan Fry Filet Mignon Recipe,seo_target,
21,not_started,BLT Wrap,ingredient_hub,1000.0,17.0,Tier 1,1000.0,Blt Wrap Recipe,seo_target,
21,not_started,what is in chow mei fun,definition,1000.0,25.0,Tier 1,1000.0,What Is Chow Mei Fun? (And How to Use It),seo_target,
21,not_started,entremet dessert,ingredient_hub,1000.0,12.0,Tier 1,1000.0,Entremet Dessert Recipe,seo_target,
21,not_started,canton chow mein,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Canton Chow Mein Recipe,seo_target,
21,not_started,Japanese Cheesecake Recipe,recipe_or_dish,1000.0,24.0,Tier 1,10500.0,Japanese Cheesecake Recipe,seo_target,trend_2026
21,not_started,how long to simmer chili,howto_technique,1000.0,21.0,Tier 1,1000.0,Simmer Chili Recipe,seo_target,
21,not_started,best meat for chili,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Meat Chili Recipe,seo_target,
21,not_started,vegan dinner meals,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Vegan Dinner Meal Recipe,seo_target,
21,not_started,bacon dinner recipes,recipe_or_dish,1000.0,16.0,Tier 1,1000.0,Bacon Dinner Recipe,seo_target,
21,not_started,spanish monk,ingredient_hub,1000.0,11.0,Tier 1,1000.0,Spanish Monk Recipe,seo_target,
21,not_started,thai food appetizers,recipe_or_dish,1000.0,19.0,Tier 1,1000.0,Thai Food Appetizer Recipe,seo_target,
21,not_started,tebasaki,ingredient_hub,1000.0,23.0,Tier 1,1000.0,Tebasaki Recipe,seo_target,
21,not_started,aalu matar recipe,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Aalu Matar Recipe,seo_target,
21,not_started,tootsie roll midgees,recipe_or_dish,1000.0,16.0,Tier 1,1000.0,Tootsie Roll Midgee Recipe,seo_target,
21,not_started,Easy Turkish Recipes at Home,recipe_or_dish,1000.0,0.0,Tier 1,1000.0,Turkish at Home Recipe,seo_target,
21,not_started,mexican foo,ingredient_hub,1000.0,27.0,Tier 1,1000.0,Mexican Foo Recipe,seo_target,
21,not_started,afghan naan,ingredient_hub,1000.0,18.0,Tier 1,1000.0,Afghan Naan Recipe,seo_target,
21,not_started,sliced steak,ingredient_hub,1000.0,16.0,Tier 1,1000.0,Sliced Steak Recipe,seo_target,
21,not_started,full american breakfast,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Full American Breakfast Recipe,seo_target,
21,not_started,how to reheat tortillas,howto_technique,1000.0,21.0,Tier 1,1000.0,Reheat Tortilla Recipe,seo_target,
21,not_started,how to warm flour tortillas,howto_technique,1000.0,27.0,Tier 1,1000.0,Warm Flour Tortilla Recipe,seo_target,
21,not_started,pollo poblano,ingredient_hub,1000.0,20.0,Tier 1,1000.0,Pollo Poblano Recipe,seo_target,
21,not_started,gluten free crab rangoon,recipe_or_dish,1000.0,12.0,Tier 1,1000.0,Gluten Free Crab Rangoon Recipe,seo_target,
21,not_started,vegetable tagine,ingredient_hub,1000.0,28.0,Tier 1,1000.0,Vegetable Tagine Recipe,seo_target,
21,not_started,texas french toast,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Texa French Toast Recipe,seo_target,
21,not_started,what is a boston roll,definition,1000.0,16.0,Tier 1,1000.0,What Is Boston Roll? (And How to Use It),seo_target,
21,not_started,well known food in france,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Well Known Food France Recipe,seo_target,
21,not_started,Ghewar,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Ghewar Recipe,seo_target,
21,not_started,galette pastry,ingredient_hub,1000.0,17.0,Tier 1,1000.0,Galette Pastry Recipe,seo_target,
21,not_started,dinners without meat,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Dinner Without Meat Recipe,seo_target,
21,not_started,kimchi meals,ingredient_hub,1000.0,27.0,Tier 1,1000.0,Kimchi Meal Recipe,seo_target,
21,not_started,tomato toast,ingredient_hub,1000.0,22.0,Tier 1,1000.0,Tomato Toast Recipe,seo_target,
21,not_started,blender hollandaise sauce,recipe_or_dish,1000.0,18.0,Tier 1,1000.0,Blender Hollandaise Sauce Recipe,seo_target,
21,not_started,tan tan noodles,recipe_or_dish,1000.0,14.0,Tier 1,1000.0,Tan Tan Noodles Recipe,seo_target,
21,not_started,shrimp chow fun,recipe_or_dish,1000.0,14.0,Tier 1,1000.0,Shrimp Chow Fun Recipe,seo_target,
21,not_started,thái bbq,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Thi Barbecue Recipe,seo_target,
21,not_started,best rum to mix,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Rum Mix Recipe,seo_target,
21,not_started,chicken with red sauce,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Chicken Red Sauce Recipe,seo_target,
21,not_started,gohan food,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Gohan Food Recipe,seo_target,
21,not_started,goodest food in the world,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Goodest Food World Recipe,seo_target,
21,not_started,bone broth soup recipe,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Bone Broth Soup Recipe,seo_target,
21,not_started,watermelon arugula salad,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Watermelon Arugula Salad Recipe,seo_target,
21,not_started,unagi bowl,ingredient_hub,1000.0,27.0,Tier 1,1000.0,Unagi Bowl Recipe,seo_target,
21,not_started,rice porridge japanese,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Rice Porridge Japanese Recipe,seo_target,
21,not_started,what is fodmap stand for,definition,1000.0,29.0,Tier 1,1000.0,What Is Fodmap Stand? (And How to Use It),seo_target,
21,not_started,what is the most popular food in north america,definition,1000.0,21.0,Tier 1,1000.0,What Is Most Popular Food North America? (And How to Use It),seo_target,
21,not_started,alcohol and sparkling water,recipe_or_dish,1000.0,15.0,Tier 1,1000.0,Alcohol Sparkling Water Recipe,seo_target,
21,not_started,pakistani desserts,ingredient_hub,1000.0,14.0,Tier 1,1000.0,Pakistani Dessert Recipe,seo_target,
21,not_started,dessert recipes for keto diet,recipe_or_dish,1000.0,17.0,Tier 1,1000.0,Dessert Keto Diet Recipe,seo_target,
21,not_started,queso blanco cheese dip,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Queso Blanco Cheese Dip Recipe,seo_target,
21,not_started,tortilla recipe with lard,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Tortilla Lard Recipe,seo_target,
21,not_started,authentic mexican taco recipe,recipe_or_dish,1000.0,27.0,Tier 1,1000.0,Authentic Mexican Taco Recipe,seo_target,
21,not_started,sour cream enchilada sauce recipe,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Sour Cream Enchilada Sauce Recipe,seo_target,
21,not_started,chocolate alcohol,ingredient_hub,1000.0,17.0,Tier 1,1000.0,Chocolate Alcohol Recipe,seo_target,
21,not_started,sabor a la mexicana,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,Sabor La Mexicana Recipe,seo_target,
21,not_started,bao pork,ingredient_hub,1000.0,29.0,Tier 1,1000.0,Bao Pork Recipe,seo_target,
21,not_started,korean pork bulgogi,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Korean Pork Bulgogi Recipe,seo_target,
21,not_started,yaki soba vs yaki udon,comparison,1000.0,17.0,Tier 1,1000.0,Yaki Soba vs. Yaki Udon: What's the Difference?,seo_target,
21,not_started,fiber for toddlers,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Fiber Toddler Recipe,seo_target,
21,not_started,mexican fideo,ingredient_hub,1000.0,24.0,Tier 1,1000.0,Mexican Fideo Recipe,seo_target,
21,not_started,pistachio kulfi,ingredient_hub,1000.0,11.0,Tier 1,1000.0,Pistachio Kulfi Recipe,seo_target,
21,not_started,slow cook carnitas pork,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Slow Cook Carnita Pork Recipe,seo_target,
21,not_started,family eating dinner,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,Family Eating Dinner Recipe,seo_target,
21,not_started,cooking with fresh herbs,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Cooking Fresh Herb Recipe,seo_target,
21,not_started,cinco de mayo food ideas,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,Cinco De Mayo Food Idea Recipe,seo_target,
21,not_started,apple muffins healthy,recipe_or_dish,1000.0,17.0,Tier 1,1000.0,Apple Muffin Healthy Recipe,seo_target,
21,not_started,pollo verde,ingredient_hub,1000.0,14.0,Tier 1,1000.0,Pollo Verde Recipe,seo_target,
21,not_started,best dishes worldwide,recipe_or_dish,1000.0,24.0,Tier 1,1000.0,Dishe Worldwide Recipe,seo_target,
21,not_started,what goes with fish tacos,recipe_or_dish,1000.0,17.0,Tier 1,1000.0,What Goe Fish Tacos Recipe,seo_target,
21,not_started,gai lan and oyster sauce,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Gai Lan Oyster Sauce Recipe,seo_target,
21,not_started,7-day low-sodium diet meal plan,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,7day Lowsodium Diet Meal Plan Recipe,seo_target,
21,not_started,7-day meal plan for muscle gain,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,7day Meal Plan Muscle Gain Recipe,seo_target,
21,not_started,Bob Evans Sausage Gravy,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Bob Evan Sausage Gravy Recipe,seo_target,
21,not_started,negihama roll,ingredient_hub,1000.0,21.0,Tier 1,1000.0,Negihama Roll Recipe,seo_target,
21,not_started,low fodmap sauces,recipe_or_dish,1000.0,8.0,Tier 1,1000.0,Low Fodmap Sauce Recipe,seo_target,
21,not_started,blanquette,ingredient_hub,1000.0,20.0,Tier 1,1000.0,Blanquette Recipe,seo_target,
21,not_started,malai kabab,ingredient_hub,1000.0,26.0,Tier 1,1000.0,Malai Kabab Recipe,seo_target,
21,not_started,what do garbanzo beans taste like,recipe_or_dish,1000.0,22.0,Tier 1,1000.0,What Garbanzo Beans Taste Like Recipe,seo_target,
21,not_started,peru national dish,recipe_or_dish,1000.0,23.0,Tier 1,1000.0,Peru National Dish Recipe,seo_target,
21,not_started,recipes using cocoa powder,recipe_or_dish,1000.0,21.0,Tier 1,1000.0,Cocoa Powder Recipe,seo_target,
21,not_started,avocado fodmap,ingredient_hub,1000.0,22.0,Tier 1,1000.0,Avocado Fodmap Recipe,seo_target,
21,not_started,Raising Cane's Coleslaw,recipe_or_dish,1000.0,17.0,Tier 1,1000.0,Raising Cane Coleslaw Recipe,seo_target,
21,not_started,low fat cookies,recipe_or_dish,1000.0,28.0,Tier 1,1000.0,Low Fat Cookies Recipe,seo_target,
21,not_started,funniest recipes,category_roundup,1000.0,20.0,Tier 1,1000.0,Funniest Recipe,seo_target,
21,not_started,fresh salads,ingredient_hub,1000.0,27.0,Tier 1,1000.0,Fresh Salad Recipe,seo_target,
21,not_started,lechon asado recipe,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Lechon Asado Recipe,seo_target,
21,not_started,punche,ingredient_hub,1000.0,18.0,Tier 1,1000.0,Punche Recipe,seo_target,
21,not_started,new years dinner,recipe_or_dish,1000.0,20.0,Tier 1,1000.0,New Year Dinner Recipe,seo_target,
21,not_started,bone soup recipe,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Bone Soup Recipe,seo_target,
21,not_started,tomatillo avocado salsa,recipe_or_dish,1000.0,25.0,Tier 1,1000.0,Tomatillo Avocado Salsa Recipe,seo_target,
21,not_started,tasty food in the world,recipe_or_dish,1000.0,17.0,Tier 1,1000.0,Tasty Food World Recipe,seo_target,
21,not_started,frozen garlic toast,recipe_or_dish,1000.0,29.0,Tier 1,1000.0,Frozen Garlic Toast Recipe,seo_target,
21,not_started,desserts on paleo,recipe_or_dish,1000.0,12.0,Tier 1,1000.0,Dessert Paleo Recipe,seo_target,
21,not_started,chinese vegetable dishes,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Chinese Vegetable Dishe Recipe,seo_target,
21,not_started,irish dinner recipes,recipe_or_dish,1000.0,26.0,Tier 1,1000.0,Irish Dinner Recipe,seo_target,
21,not_started,carbonara meat,ingredient_hub,1000.0,21.0,Tier 1,1000.0,Carbonara Meat Recipe,seo_target,
21,not_started,batch espresso martini,recipe_or_dish,1000.0,14.0,Tier 1,1000.0,Batch Espresso Martini Recipe,seo_target,
